SMILES,Odor,Stimulus,CID
O=C1CCSC1,buttery; garlic; meaty; onion; roasted; vegetable,61252,61252
CCC(=O)c1ccc[nH]1,green; roasted,61260,61260
CSc1ccccc1O,beefy; brothy; burnt; caramellic; meaty; smoky; sulfurous,61261,61261
CC(=O)OCC1=CCC2CC1C2(C)C,floral; herbal; spicy; sweet; woody,61262,61262
CC(C)=CC1CC(C)=CCO1,floral; green,61275,61275
C=CCOC=O,ethereal; fruity; pungent,61278,61278
CC(C)SCc1ccco1,coffee; garlic; meaty; onion; roasted; savory,61282,61282
CC1=CCC(CCO)C1(C)C,berry; camphoreous; sweet; woody,61284,61284
COC(=O)CC(C)CCC=C(C)C,apple; brandy; floral; green; waxy; winey,61290,61290
CCCC(O)CC(=O)OCC,citrus; fresh; fruity; grape; green; winey,61293,61293
CCCCCCCCOC(=O)CCCCCCC,fatty; herbal; sweet; tea,61294,61294
CCCSC(C)=O,alliaceous; fresh; garlic; green; onion; sulfurous,61295,61295
CC(=O)CC(=O)OCCC(C)C,ethereal; fruity; sweet; winey,61296,61296
CC(O)CCc1ccccc1,floral; fruity; herbal,61302,61302
CCCCCCCCCCCCCC(C)=O,dairy; fatty; fruity; waxy,61303,61303
CCCCCCCOC(=O)C(C)C,fruity; herbal; tropical,61304,61304
CCCC=CC(=O)OC,fruity; green; pineapple,61310,61310
C=CCOC(=O)CC,apple; apricot; fruity; pear; pungent; sour; tropical,61319,61319
COC1=C(C)OC(C)C1=O,caramellic; fruity; sweet; winey,61325,61325
COc1ccccc1OC(=O)Cc1ccccc1,anisic; dry; honey; woody,61331,61331
CC(=O)OC1=C(C)OC(C)C1=O,fruity; strawberry,61334,61334
C=CCOC(=O)c1ccco1,caramellic; coffee; fruity,61337,61337
O=Cc1cc2ccccc2o1,coumarinic; sweet,61341,61341
CCCCCCCOC(=O)CCCCCCC,fatty; green; musty; oily; tropical; waxy,61342,61342
C=CC(=O)CCCCC,metallic; mushroom,61346,61346
CCOCCC(=O)O,ethereal; fruity; pungent; sharp,61351,61351
CC(C)c1ccc(CC=O)cc1,green; woody,61359,61359
CCCCC1OC(=O)c2ccccc21,herbal,61361,61361
CC1=CC(=O)[C@H](C(C)C)CC1,fresh; herbal; mint,61362,61362
CCC(=O)OC1CCCCC1,banana; fruity; green; pineapple; sweet; waxy,61375,61375
CCCCCC(=O)OCCc1ccccc1,fruity; honey; rose; waxy; woody,61384,61384
CCCCCCCCCCCC(=O)OCCC(C)C,fatty; oily; winey,61386,61386
C=Cc1ccc(OC)c(OC)c1,earthy; medicinal; phenolic; smoky; sweet; vegetable,61400,61400
CC(C)=CCCC(C)CCOCC=O,citrus; floral; melon; rose,61401,61401
CC(C)=C(C)C(=O)OCc1ccccc1,fruity; herbal; spicy,61402,61402
CCCOC(C)OCCc1ccccc1,floral; green; leafy,61403,61403
CCCCCCCCC(=O)C(C)=O,coconut; creamy; dairy; milky; sweet,61404,61404
C=CCOC(=O)CCCC1CCCCC1,fruity; pineapple; sweet,61405,61405
C=CCOC(=O)CCCCCC1CCCCC1,fatty; fruity,61406,61406
C=CCOC(=O)CCCCC1CCCCC1,fruity; sweet,61407,61407
C=CCOC(=O)C(CC)CC,fruity; oily,61408,61408
C=CCOC(=O)CCCCCCCC,cognac; fatty; fruity; nutty; pineapple; winey,61410,61410
C=CCCCCCCCCC(=O)OCC=C,coconut; fatty; nutty; pineapple; sweet,61412,61412
CCCCCCC(=O)OCCCCC,banana; dry; ethereal; fruity; green; winey,61415,61415
CCCCC(=O)OCCC(C)CCC=C(C)C,fruity; herbal; honey; rose,61416,61416
CCC(=O)OCc1ccc(OC)cc1,floral; fruity; herbal; sweet; vanilla,61417,61417
CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,fruity; herbal; pine; tobacco; woody,61418,61418
CCCCCCCC(OC)OC,citrus; cognac; fresh; green; orange; waxy,61431,61431
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,balsamic; floral; sweet; waxy,61434,61434
C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,dry; fruity; herbal,61435,61435
CC(C)C(=O)OC(C)(C)CCc1ccccc1,fruity; herbal; tea; tropical,61446,61446
CCCC(=O)OC(CC)c1ccccc1,floral; fruity; sweet,61447,61447
CCC(CC)COC(C)=O,banana; fermented; fruity; musty; pear,61448,61448
CCOC(=O)CCc1ccco1,chamomile; fruity; green; pineapple; woody,61450,61450
CCCCCCC#CC(=O)OCC,cucumber; green; leafy; violet,61451,61451
CCOC(=O)CCCc1ccccc1,fruity; plum; sweet,61452,61452
CCCCCCC(OC)OC,green; vegetable,61453,61453
CCCCCCOC(=O)CC(C)C,apple; green; sweet,61455,61455
CCCCCCC1CC(OC(C)=O)CO1,floral; fruity; sweet,61457,61457
CC(C)(Cc1ccccc1)OC=O,green; herbal; jasmine,61464,61464
CCOC(=O)CCC1CCCCC1,fruity; pineapple; sweet,61466,61466
O=C1CCCC=C1O,burnt; caramellic,61502,61502
CCC(C)(O)CCc1ccccc1,floral; fruity; rose,61516,61516
CC(=O)OC(C)CCc1ccccc1,fruity; green; sweet,61517,61517
C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,honey; rose; sweet,61521,61521
OCCCCCc1ccccc1,citrus; floral; herbal; sweet,61523,61523
CCCCCCCCC#CC(=O)OC,floral; green; violet; waxy,61524,61524
CC(=O)c1cc(C)oc1C,earthy; nutty; roasted; sweet,61527,61527
CCOCc1ccc(O)c(OC)c1,phenolic; sweet,61586,61586
CCOC(=O)C(=O)CC(=O)CC,burnt; caramellic; floral; fruity,61590,61590
CCOC(=O)CCSC,caramellic; fruity; pineapple,61592,61592
CC1CC(=O)C(=O)C1C,burnt; caramellic,61633,61633
CC1CC(C)C(=O)C1=O,caramellic; nutty,61634,61634
COC(=O)CCSC,cabbage; fruity; green; onion; radish; tropical,61641,61641
Cc1nc(C)c(C)s1,chocolate; cocoa; coffee; hazelnut; herbal; nutty,61653,61653
CCC(=O)CSC,garlic; mushroom,61656,61656
CSc1ccc(C)o1,burnt; sulfurous,61657,61657
CC(C)CC(=O)OCc1ccco1,berry; fruity; ripe,61658,61658
c1coc(CSCc2ccco2)c1,burnt; coffee; earthy; meaty; mushroom; roasted; savory,61659,61659
CC(=O)SCc1ccco1,alliaceous; burnt; coffee; garlic; roasted; savory,61660,61660
COCc1ccco1,coffee,61661,61661
CSC(=O)c1ccco1,cabbage; cheesy; dairy; onion,61662,61662
Cc1ccc(C=O)s1,almond; cherry,61663,61663
CC1SCCC1=O,berry; black currant; burnt; catty; fruity; sulfurous,61664,61664
C=CC1(C)CCC(C(=C)C)O1,fresh; herbal; mint; pine,61665,61665
Cc1cccc2nccnc12,burnt; nutty; roasted,61670,61670
CC(=O)OC1C(C)(C)[C@@H]2CC[C@@]1(C)C2,sweet,61696,61696
Cc1cnc(C(C)C)cn1,coffee; earthy; green; nutty; roasted,61700,61700
CCc1cc(OC)c(O)c(OC)c1,burnt; phenolic; smoky; spicy,61712,61712
CC(C)Cc1cccnc1,earthy; green,61715,61715
CCCCCC(=O)c1ccco1,apricot; fruity; green,61738,61738
C=CCCCCCCCC(=O)O,cheesy; creamy; fatty; fruity; milky; waxy,61743,61743
CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1,floral; fruity; musty; sweet,61746,61746
CCC(C)C1CCCCC1=O,mint,61771,61771
C=C(C)C1CC=C(COC(C)=O)CC1,floral; fruity; herbal; spicy; woody,61780,61780
C=C(COC(C)=O)C1CC=C(C)CC1,fruity; herbal; sweet; woody,61781,61781
Cc1csc(C(C)C)n1,coffee; earthy; green; nutty; peach; tropical; vegetable,61808,61808
CCOc1nccs1,brothy; burnt; meaty; nutty; onion; phenolic; roasted; sweet,61809,61809
CCCCOC(=O)C(C)CC,apple; fruity; pineapple; tropical,61812,61812
Cc1ccc(C=O)c(C)c1,almond; cherry; sweet,61814,61814
CCC(S)CS,burnt; garlic; meaty; sulfurous,61829,61829
CCCCCCCC1CC=CC(=O)O1,buttery; coconut; creamy; dairy; waxy,61834,61834
CCCCCCC1CCCCC(=O)O1,apricot; fatty; milky; peach,61835,61835
CSC(C)CC=O,cheesy; green; potato; tomato,61845,61845
CCCCCC=CCCC=O,citrus; floral; fresh; fruity; orange,61875,61875
CCC(C=O)c1ccc(C)o1,cucumber; fatty; fruity; green; vegetable,61897,61897
CC(C)CC(=O)OC(C)C,apple; berry; cheesy; ethereal; fruity; pineapple,61914,61914
CCc1nccnc1C(C)=O,earthy; hazelnut; meaty; nutty; popcorn; potato,61918,61918
CSCCC(C)=O,cheesy; earthy; fishy; potato; vegetable,61922,61922
C=CCSSSC,garlic; onion,61926,61926
CC1=CC2=CC(=O)CCC2CC1,coconut; coumarinic; fruity,61935,61935
CC(=O)CCS,meaty; potato,61936,61936
CC(C)=C1CCC2(C)OC2C1=O,apple; herbal; mint; pineapple,61942,61942
SCCc1cnccn1,chicken; meaty; roasted; savory; sulfurous,61945,61945
Cc1ncc2c(n1)CSC2,nutty; popcorn,61951,61951
CC1=CCCC(C)(C)C12CCC(C)O2,camphoreous; fruity; sweet; woody,61953,61953
Cc1ccccc1OC(=O)C(C)C,berry; fruity; medicinal; phenolic,61954,61954
CCCCC(=O)OCc1ccco1,apple; caramellic; fruity; pineapple,61955,61955
CC=C(C)C(=O)OCc1ccccc1,earthy; mushroom; rose,61967,61967
COc1cnc(C)s1,cabbage; green; sulfurous; vegetable,61976,61976
CC1OCCC12SC1CCOC1(C)S2,meaty,61979,61979
CCNc1ccccc1C(=O)OCC,dry; grape; winey,61980,61980
CC1CCC(C(C)(C)S)C(=O)C1,catty,61982,61982
CCCCCCOC(=O)c1ccco1,apple; floral; fruity; green; pear; waxy,61984,61984
CCCCCCCC(=O)OCc1ccco1,coconut; peach; sweet,61985,61985
CCn1cccc1C(C)=O,nutty,61988,61988
CC(=O)CCSCCC(C)=O,meaty; sulfurous,61989,61989
CCCCCCCC1CC(C)OC1=O,citrus; creamy; fatty; fruity; green; nutty; sweet,61990,61990
C=CCSC(=O)CC,alliaceous; fresh; garlic; onion; sweet,61995,61995
CC(C)=CC(=O)OCCc1ccccc1,green; winey,61997,61997
CSCCCC=O,tomato; vegetable,62000,62000
CCOC(=O)c1ccoc1-c1ccccc1,berry; cherry; fruity; sweet; tropical,62007,62007
CC(=O)OC1(C(C)=O)CCCCC1,cinnamon; floral; fruity; honey; nutty,62017,62017
C=CCC(C)C(=O)OCC,fruity; pineapple; tropical,62024,62024
CCc1nc(C)c(C)o1,earthy; green; musty; vegetable,62069,62069
CC(O)C(C)S,brothy; garlic; meaty; onion; savory,62087,62087
CC(O)C(C)SC(C)C(C)S,brothy; burnt; meaty; roasted; savory; sulfurous,62090,62090
Cc1ccc(OC(=O)CC(C)C)cc1,animal; herbal; sweet; tobacco,62092,62092
C=C(C)[C@H]1CC[C@@H](C)[C@H]1C=O,camphoreous; fruity; green; herbal; woody,62095,62095
CC(=O)CCc1ccc2c(c1)OCO2,berry; cherry; floral; sweet; woody,62098,62098
CC1(O)CSC(C)(O)CS1,chicken; onion; sweet,62105,62105
CC(C)C1=CCC(C(=O)O)CC1,herbal; spicy,62117,62117
CC1=C(CCC(C)O)C(C)(C)CC=C1,green; leathery; musk; orris,62126,62126
CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,fruity; woody,62127,62127
CC1OCCC1S,beefy; chicken; meaty; roasted; savory,62128,62128
CSSCc1ccco1,bread; coffee; meaty; onion; roasted,62131,62131
CCC(=O)SCc1ccco1,alliaceous; coffee; savory,62143,62143
O=CSCc1ccco1,coffee,62144,62144
SCc1cnccn1,cabbage; roasted; sulfurous,62145,62145
CCCCCC(CO)C(C)=O,earthy; herbal; musty; sweet,62148,62148
C=C=CC(C)C(=O)OCC,apple; berry; fruity; melon; pear,62166,62166
CCCCC(=O)C(CCC)Sc1ccoc1C,beefy; brothy; meaty; roasted,62182,62182
Cc1occc1SC(C(=O)CC(C)C)C(C)C,meaty; onion; roasted,62183,62183
C=C(CCCCC)C(C)=O,fresh; fruity; mushroom; musty,62218,62218
CC=CCCCCC=O,green; melon,62220,62220
CCC(S)C(C)=O,catty; meaty; savory,62237,62237
C=CC(C)(CCC=C(C)C)OC(=O)CCC,fruity; honey; peach; pear; plum; sweet,62321,62321
CC(S)C(=O)O,brothy; cheesy; meaty; sulfurous,62326,62326
CCC(=O)OC(C)(C)C1CC=C(C)CC1,citrus; fruity; herbal; sweet,62328,62328
O=C(OCCc1ccccc1)c1ccccc1O,balsamic; floral; spicy; sweet,62332,62332
CCOC(=O)C(O)C(O)C(=O)OCC,fruity; winey,62333,62333
CC(=O)OC1CCCCC1C(C)(C)C,apple; fresh; fruity; woody,62334,62334
COC(OC)C(C)c1ccccc1,citrus; floral; green; mushroom,62336,62336
COc1cc(CO)ccc1O,balsamic; creamy; milky; sweet; vanilla,62348,62348
CC1CCC(C(C)C)OC(=O)C1,caramellic,62349,62349
CC(C)[C@@H]1CC[C@@H](C)[C@H](O)C1,herbal; mint,62350,62350
CSCCCN=C=S,earthy; pungent; radish; vegetable,62351,62351
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,balsamic; spicy; warm,62362,62362
CC1=CC(=O)CC(C)(C)C1=O,hay; honey; tea; tobacco,62374,62374
COC(OC)c1ccccc1,almond; green; nutty; sweet,62375,62375
CCCCCC1=C(C)CCC1=O,floral; fruity; herbal; jasmine; spicy,62378,62378
CC1COC(C)(C)O1,earthy; fruity; green; musty; vegetable,62384,62384
C=C(C)c1ccc(C)cc1,citrus; lemon; phenolic; pine; spicy,62385,62385
CC1(C)C2CCC1(C)[C@@H](OC=O)C2,camphoreous; earthy; green; pine,62387,62387
CCCC(C)S,sulfurous,62424,62424
CCCCCOC(=O)CCCC,apple; ethereal; fruity,62433,62433
C=CCSSC,garlic; onion; sulfurous,62434,62434
CCCC(=O)SC,cheesy; cocoa; fruity; milky; sweet,62444,62444
CCC(C)COC(=O)CC(C)C,apple; earthy; fruity; herbal; winey,62445,62445
CCCCCCCCC=CC=O,aldehydic; citrus; fatty; floral; green,62447,62447
C=Cc1ccc(O)cc1,medicinal; phenolic; spicy,62453,62453
CCc1ccc(O)c(OC)c1,phenolic; smoky; spicy; vanilla,62465,62465
CCOC(=O)C(CC)Cc1ccccc1,floral; fruity; green; sweet,62469,62469
C=CC(OCC)OCC,fresh; fruity; gasoline; green; pungent; sharp,62477,62477
CCC(O)C(C)=O,buttery; caramellic; creamy,62484,62484
c1ccc(CCCC2CCCO2)cc1,caramellic; fruity; honey; peach; plum; sweet,62490,62490
Cc1ncsc1C,chicken; green; meaty; nutty; roasted,62510,62510
CCC(=O)C(=O)CC,buttery; caramellic; nutty,62539,62539
CC(C)OC(=O)Cc1ccccc1,chocolate; floral; honey; rose; sweet; winey,62553,62553
CCCCCCCCCCCC(=O)OCCCCC,fatty; oily; winey,62571,62571
CCOC(=O)CC(C)O,fresh; fruity; grape,62572,62572
CCCCCCOC(=O)C(C)(C)C,apple; fruity; green; pear,62575,62575
CC(C)CC(=O)OCCCc1ccccc1,fruity; strawberry,62578,62578
CC(C)C(=O)OCc1ccc2c(c1)OCO2,berry; fruity; sweet,62580,62580
CCCCC1CCCCC(=O)O1,caramellic; coconut; fruity; milky; nutty,62583,62583
CCCCCCCOC(=O)CCC,chamomile; fresh; fruity; green; sweet; tea; tropical,62592,62592
CCCCCCCCOC(=O)c1ccccc1O,balsamic; floral,62624,62624
CC(C)c1ccc(CCC=O)cc1,floral; green; sweet,62654,62654
CC(C)CC(O)Cc1ccccc1,floral; herbal,62661,62661
CC(C)Cc1nccs1,green; leafy; tomato,62725,62725
CCC1=C(O)C(=O)CC1,caramellic; sweet,62752,62752
CC1=C(O)C(=O)OC1C,caramellic,62835,62835
CCCCOC(C)OCCc1ccccc1,green; vegetable,62876,62876
C=C(C)c1cnccn1,burnt; chocolate; nutty,62897,62897
CCCCC1OC(=O)CC1C,coconut; coumarinic; woody,62900,62900
CCCCCCCCOC(=O)c1ccco1,brothy; fatty; green; metallic; mushroom; waxy,62901,62901
CCCC(C)C(=O)OCC,fruity; green; melon; pear; pineapple; waxy,62902,62902
COC(=O)C(O)CC(C)C,berry; fruity; musty; sweet; winey,62908,62908
CC(C=O)CCc1ccccc1,earthy; floral; musty; sweet,62911,62911
CCC1CCC(CC)O1,herbal; mint; solvent; sweet,62913,62913
CC1(C)C2CCC1(C)C(O)C2,camphoreous; mint; sharp; woody,64685,64685
CC(C=O)Cc1ccc2c(c1)OCO2,floral; green; hay; melon,64805,64805
CCC(=O)c1nccs1,nutty; savory,65288,65288
CC(=O)C1(C)CC=C(C)CC1,fresh; fruity; herbal; mint,65289,65289
CC1SCCSS1,meaty,65290,65290
CCCC(CCO)SC,green; vegetable,65413,65413
COC(=O)CCCSC,dairy; fruity; nutty; roasted; sweet; vegetable,65425,65425
CCC1CC(C)=C(O)C1=O,burnt; caramellic; malty,65427,65427
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,woody,65575,65575
CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C,berry; camphoreous; fruity; mint; woody,65724,65724
CCOC(=O)C(CC)(CC)C(=O)OCC,apple; fruity; pear,66165,66165
CC(=O)OC(C)C(C)OC(C)=O,honey,66193,66193
C=CCSC,garlic; onion; sulfurous,66282,66282
CCCCC(=O)OCC(C)C,apple; ethereal; fruity,66356,66356
COc1cccc(C=O)c1OC,aromatic; spicy; sweet; vanilla,66581,66581
CCOc1ccc2c(C)cc(=O)oc2c1,coumarinic,66595,66595
CCC(=O)OC1=C(C)CCC1=O,buttery; caramellic; nutty,66600,66600
Cc1ccc2c(c1)CCCN2,animal; honey; leathery; sweet,66678,66678
CCCCCCCCOC(=O)c1ccccc1,balsamic; oily,66751,66751
CCCCCCC1=CCCC1=O,fruity; hay; herbal; jasmine; sweet,66768,66768
COC(=O)CO,burnt; caramellic; ethereal,66774,66774
CCCOC(C)OCCC,alcoholic; earthy; ethereal; fresh; fruity; green; vegetable; winey,66929,66929
CCCCCCC(=O)OCCC(C)C,apple; banana; fruity; green; oily; pear; winey,66955,66955
CCCCCCCCCCCCCCCC(=O)OCC(C)C,odorless,66967,66967
CCOc1ccc(C=O)cc1OC,sweet; vanilla; woody,67116,67116
Cc1cccc(OC(=O)Cc2ccccc2)c1,honey,67146,67146
CCCCC(=O)OCCC,apple; ethereal; fruity; pineapple; winey,67328,67328
C1SSCSSS1,mushroom; sulfurous,67521,67521
Cc1ccc2c(c1)CCCC2(C)C,camphoreous; woody,68057,68057
C=C(CCC=C(C)C)[C@H]1CC=C(C)CC1,balsamic; citrus; floral; sweet; tropical; woody,68128,68128
O=c1occcc1O,caramellic; fruity,68130,68130
O=Cc1ccsc1,almond; roasted,68135,68135
C=CCc1ccc(O)cc1,medicinal; phenolic; smoky; spicy,68148,68148
CC(=O)Oc1cc(C)ccc1C(C)C,balsamic; herbal; smoky; spicy,68252,68252
Oc1ccc2c(c1)OCO2,phenolic; spicy,68289,68289
CC(=O)CC(=O)OC(C)C,apple; brandy; caramellic; fermented; fruity,68329,68329
C=CC(C)(C)C(=O)C=C(C)C,berry; green; herbal; honey; mint,68346,68346
CC(C)OC(=O)c1cccnc1,floral; fruity; herbal; tobacco,68379,68379
CC(=O)n1ccc2ccccc21,balsamic; jasmine,68470,68470
COc1ccccc1C(C)=O,earthy; medicinal; musty; phenolic; sweet,68481,68481
O=C(Nc1ccccc1C(=O)O)c1ccccc1,fruity,68482,68482
CC(C)CN=C=S,horseradish; pungent; sweet,68960,68960
COC(=O)C(C)(C)C,ethereal; fresh; fruity,69027,69027
CCCOC(=O)c1ccccc1O,floral; fruity; herbal; plum; sweet,69092,69092
COc1ccccc1CO,anisic; aromatic; sweet; vanilla,69154,69154
CCOC(=O)c1cccnc1,floral; fruity; herbal; tobacco,69188,69188
CC(C)CCOC(=O)c1ccco1,chocolate,69203,69203
CCC(S)CC,gasoline; savory; sulfurous,69220,69220
COc1ccncc1,aromatic; smoky; spicy,69278,69278
CCCc1ccccn1,fatty; fishy; green; nutty; roasted; tobacco,69320,69320
CCCCCC(=O)CCCC(=O)O,creamy; peach,69346,69346
CCCCCCCOC(=O)CCCCCC,fatty; fermented; fruity; green; oily; winey,69350,69350
CCCCCCCC(=O)OCCC,fruity; oily; winey,69351,69351
COC(=O)CCC(C)=O,burnt; caramellic; fruity; green,69354,69354
CC(C)CC[N+](=O)[O-],fruity,69396,69396
CC(=O)OCCCCOC(C)=O,ethereal; fruity; solvent; sweet,69410,69410
CCCCCN=C=S,horseradish; pungent; radish; vegetable,69415,69415
OCc1cccs1,alliaceous; burnt; coffee; ethereal; fermented; savory,69467,69467
CC(C)c1ccccn1,earthy; green; vegetable,69523,69523
COc1ccc(C=O)c(O)c1,aromatic,69600,69600
CCCCCCC(OCC)OCC,citrus; fresh; green; herbal; leafy; waxy; winey,69644,69644
CC(C)c1ccncc1,animal; earthy; green; herbal; sweet,69674,69674
O=C(O)CCC1CCCCC1,balsamic,69702,69702
CCOC(OCC)c1ccccc1,almond; aromatic; green; spicy; sweet,69884,69884
CC(=O)C(C)C(C)=O,burnt; fruity; ketonic,69949,69949
CCC(CC)C(=O)OC,apple; fruity,69951,69951
C=C(C)COC(=O)C(C)C,ethereal; fresh; fruity; pineapple; sharp; sweet,69953,69953
CC(C)CCOC(=O)CCC(=O)OCCC(C)C,fruity; grape; winey,69956,69956
C=CCCCCO,ethereal; fatty; green,69963,69963
CCCCCCCCCCCCCCCCCCOC(C)=O,fatty; oily; waxy,69968,69968
CCCCCCCCc1cccs1,fatty; oily,70153,70153
CC(=O)OC1CCCC1,apple; banana; fruity,70273,70273
CC(C)(C)c1ccc(C=O)cc1,herbal; spicy; warm,70324,70324
CC(C)(C=O)Cc1ccccc1,aldehydic; floral; fresh,70520,70520
CCCCCCOC(=O)CCCC,apple; fruity; green; musk; sweet,70694,70694
C=CCOC(=O)CC(C)=O,fruity; tropical,70701,70701
CC(C)C(=O)OC1CCCCC1,apple; banana; fruity; sweet,70792,70792
CCCCCCc1ccccn1,fatty; green; nutty; vegetable,70797,70797
CC(=O)OC1=C(C)CCC1=O,caramellic; fruity,70960,70960
CC(=O)C(=O)c1ccc(C)o1,burnt; caramellic,70968,70968
CC(C)COC(Cc1ccccc1)OCC(C)C,floral; green; sweet,71544,71544
CCOc1ccc(C(C)=O)cc1,anisic; aromatic; floral; hay; sharp,72872,72872
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,odorless,73114,73114
COCc1ccc(OC)cc1,anisic; floral; vanilla,73689,73689
CCc1ccc(OC)cc1,anisic; nutty; phenolic; tobacco,73690,73690
CSC(C)=O,cabbage; popcorn; vegetable,73750,73750
CCCc1cccs1,burnt; fatty; gasoline,73771,73771
CCCCC(=O)OC1CCCCC1,animal; fruity; herbal,73772,73772
CCCCc1cccs1,roasted,73818,73818
CCOc1ccc(C)cc1,pungent; sweet,73955,73955
CCCCCOC(=O)c1ccco1,caramellic; fermented; fruity; herbal; sweet; winey,74008,74008
C=CCCCOC(C)=O,fruity; green,74096,74096
CCCCCC(OC)OC,apple; green; leafy; musty; sweet,74137,74137
CCC=C(C)C(=O)OCC,ethereal; fruity; green; pineapple,74174,74174
COc1ccccn1,burnt; phenolic; smoky,74201,74201
CCCC(C)(C)S,meaty; roasted; sulfurous; vegetable,74213,74213
CCOC1(OCC)CCCCC1,alcoholic; aromatic; ethereal; fermented; fruity; rum,74279,74279
CCc1ccc(C)o1,burnt; ethereal; fresh; gasoline,74346,74346
Cc1ccc(Oc2ccccc2)cc1,green; metallic; rose,74351,74351
CCCCCCC1OCC(O)CO1,earthy; herbal; musty,74361,74361
CCCOC(=O)CC(C)=O,apple; brandy; caramellic; fermented; fruity,74507,74507
CCC(=O)S,sulfurous,74690,74690
C=CCCC(=O)OCC,ethereal; fruity,74786,74786
CCCCC(=O)OCCC(C)C,apple; apricot; banana; fatty; fermented; fruity; herbal,74901,74901
CCOc1ccccc1OCC,anisic; sweet; vanilla,74904,74904
CC(C)CCSSCCC(C)C,alliaceous; green; meaty; savory; sulfurous; vegetable,74915,74915
COC(=O)C(C)(C)O,caramellic; fruity; nutty,75024,75024
O=CCOc1ccccc1,aldehydic; floral; fresh; green; sweet; woody,75033,75033
COc1ccc(C(OC)OC)cc1,anisic; floral; green; spicy,75140,75140
CC(=O)OCc1ccc(C)cc1,anisic; cherry; floral; fruity; sweet,75187,75187
CCCCCCCCCCCCCCCC(=O)OCCC,odorless,75232,75232
CC(C)N=C=S,horseradish; pungent,75263,75263
CCCCCCCCCCOC(=O)CCCCCCC,citrus; floral; fruity; oily; winey,75319,75319
CCCCCCCCCC(=O)OCCC(C)C,banana; cognac; fruity; green; oily; waxy; winey,75320,75320
CCCCCCCCCC(=O)OCCCCCCCC,fatty; fruity; oily,75321,75321
CCCCCCCCCCCCC(C)=O,milky; oily; spicy,75364,75364
CC(C)=CCC[C@@H](C)CC=O,citrus; fresh; green; lemon; woody,75427,75427
CCOC(OCC)c1ccc(OC)cc1,anisic; floral; herbal; spicy; sweet,75468,75468
CCOC(OCC)c1ccc(C)cc1,almond; cherry; floral; herbal; sweet,75469,75469
O=C(OC1CCCCC1)c1ccccc1,balsamic; floral; fruity; herbal,75486,75486
CCSC(=O)CC,cheesy; green; sulfurous; tropical; vegetable,75513,75513
C=CCSSSSCC=C,alliaceous; garlic; onion; roasted; savory; sulfurous,75552,75552
CCCCCOC(=O)C(C)C,apple; apricot; fruity; pineapple,75554,75554
Cc1sccc1S,meaty; roasted,75664,75664
CCCCCCCCCOC(=O)CCC,fruity; herbal; orange; rose; sweet,75836,75836
CSc1nccnc1C,burnt; hazelnut; meaty; nutty; roasted,76152,76152
COc1cnc(C)cn1,hazelnut; nutty; roasted,76153,76153
CCOC(=O)C(CC)CC,apple; buttery; fruity,76326,76326
CCC(=O)c1ccco1,fruity; sweet,76662,76662
COc1cc(C)cc(O)c1,phenolic; sweet,76674,76674
OCCCCc1ccccc1,herbal; honey; rose; sweet,76889,76889
C=CCCN=C=S,green; horseradish; pungent,76922,76922
CC(=O)OC(C)(C)c1ccccc1,floral; fruity,76963,76963
Cc1nccs1,green; vegetable,77129,77129
CCSSSCC,alliaceous; garlic; onion; savory,77151,77151
O=C1CCCCCCCCCCCCC1,musk,77153,77153
CCCCC(OCC)OCC,apple; cognac; ethereal; fruity; green,77223,77223
CCCCCC(OCC)OCC,apple; cognac; floral; fresh; fruity; green; herbal,77224,77224
CCCC(OCC)OCC,ethereal; fermented; fruity; green,77225,77225
CCCCCCCCCCCC(=O)OCCC,cognac; creamy; dairy; floral; fruity; waxy,77255,77255
CCCCCCCCSC,fruity; green; onion; pineapple; sulfurous; tropical,77289,77289
CC(=O)CCC(=O)OCC(C)C,caramellic; fruity; herbal; oily,77366,77366
CCOC(=O)COC,fruity; solvent,77544,77544
Cc1ccccc1SSc1ccccc1C,burnt; meaty; roasted; sulfurous,77652,77652
CSCCCN,cheesy; fishy; potato; ripe; sulfurous; vegetable,77743,77743
O=CCS,bread; brothy; meaty; sulfurous; tomato,77775,77775
Cc1cnc(C)s1,cabbage; earthy; meaty; nutty; roasted,77837,77837
C=Cc1cnccn1,burnt; green,77840,77840
CCCCCCCCc1ccco1,fatty; oily,77845,77845
CCCc1ccco1,alliaceous; buttery; ethereal; green,77907,77907
CC(C)SSC(C)C,alliaceous; burnt; garlic; meaty; onion; sulfurous; tropical,77932,77932
CCCCCCN=C=S,green; horseradish; pungent,78120,78120
SCCc1ccccc1,roasted; sulfurous; tropical,78126,78126
CCC(C)N=C=S,horseradish; pungent,78151,78151
